Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
1692,Ciccio,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,94.0,,,(646) 476-9498,190 Avenue Of The Americas,"New York, NY 10013",10013,Moderate,,http://www.ciccionyc.com,,"From Business: Ciccio, is a neighborhood Italian Alimentari (Food) & Bar, featuring the specialties of Florentine cuisine through its quality prepared ingredients.Ciccio, is a…",0
1693,Baar Baar,"['Restaurants', 'Asian Restaurants', 'Take Out Restaurants']",4.0,93.0,,,(212) 222-8120,13 E 1st St,"New York, NY 10003",10003,Moderate,,http://baarbaarnyc.com,http://yellowpages.com/new-york-ny/mip/baar-baar-543157749#open-menu,"From Business: Baar Baar, a reimagining of the Indian love affair with all things spirited. A first of its kind Indian Gastro Bar that will challenge your perception of the…",1
1694,Matto Espresso,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",5.0,1.0,,,(212) 244-4281,530 Columbus Ave,"New York, NY 10024",10024,Unknown,,https://www.matto.com,,"From Business: Italian Espresso Bar chain offering a range of coffees, espresso, tea, bakeries, desserts, sandwiches & snacks. Nine locations in Manhattan.Italian Espresso Bar…",0
1695,The Mercer Hotel,"['Restaurants', 'American Restaurants']",4.0,1519.0,,,(212) 966-5454,99 Prince St,"New York, NY 10012",10012,Upscale,24.0,http://www.mercerhotel.com,http://yellowpages.com/new-york-ny/mip/the-mercer-hotel-13932048#open-menu,"From Business: The Mercer, at Mercer and Prince Streets, is Soho’s foremost luxury hotel, offering an authentic taste of downtown loft living, albeit with elegance, elan and…",1
1696,Mottsu,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,34.0,,,(212) 343-8017,285 Mott St,"New York, NY 10012",10012,Moderate,28.0,http://www.mottsu.com,http://yellowpages.com/new-york-ny/mip/mottsu-29634836#open-menu,"From Business: we are have The best seafood in soho area new york, and we service the area over 20 years ,sushi ,sashimi, seafood, dinner,lunch,and company party,you want we…",1
1697,Torrisi,"['Restaurants', 'Italian Restaurants']",5.0,4.0,,,(212) 254-3000,275 Mulberry St,"New York, NY 10012",10012,Fine Dining,,https://www.torrisinyc.com/?utm_medium=Click&utm_source=GoogleMyBusiness,http://yellowpages.com/new-york-ny/mip/torrisi-571624962#open-menu,"From Business: Torrisi is reborn in the iconic Puck Building on Mulberry Street. It features a bustling bar, two dining rooms, and a menu that draws inspiration from the soul…",0
1698,Torch & Crown Brewing Company,"['Restaurants', 'American Restaurants']",4.5,9.0,,,(212) 228-7005,12 Vandam St,"New York, NY 10013",10013,Moderate,,http://www.torchandcrown.com,http://yellowpages.com/new-york-ny/mip/torch-crown-brewing-company-557673591#open-menu,"From Business: Welcome To Manhattan’s Only Production Brewery And Restaurant. A Lively, Fun, And Airy Atmosphere Complimented By Great Beer, Fresh And Approachable Food, And A…",0
1699,Two Boots Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",3.5,36.0,,,(212) 254-1919,42 Avenue A,"New York, NY 10009",10009,Affordable,35.0,http://twoboots.com,http://yellowpages.com/new-york-ny/mip/two-boots-pizza-461824221#open-menu,"From Business: Two Boots pizzerias have been NYC's Pizza Pioneers since 1987, serving Cajun-inspired pies in a funky, folk-art, family-friendly setting.Two Boots pizzerias have…",1
1700,PJ Charlton,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",,,,,(212) 924-9532,549 Greenwich St,"New York, NY 10013",10013,Moderate,43.0,,,From Business: Known AS the friendly neighborhood restaurant with the complete Italy dining experience offering an authentic italian menu: seafood. Homemade pastas and ravioli.…,0
1701,Kasbah,"['Restaurants', 'Delicatessens', 'Family Style Restaurants']",4.0,70.0,,,(212) 496-1500,251 W 85th St,"New York, NY 10024",10024,Moderate,29.0,http://www.delikasbah.com,http://yellowpages.com/new-york-ny/mip/kasbah-1207930#open-menu,"From Business: The Best Kosher Aged Steaks, Burgers, Deli Sandwiches & Sushi in Manhattan NYC We offer Dine-in Reservations, Delivery & Catering Party Platters in Manhattan.…",1
1702,Supply House,"['Restaurants', 'American Restaurants', 'Bars']",4.0,26.0,,,(646) 861-3585,1647 2nd Ave,"New York, NY 10028",10028,Moderate,,http://www.thesupplyhousenyc.com,,"From Business: Supplying good food, drinks and atmosphere to the Upper East SideSupplying good food, drinks and atmosphere to the Upper East Side",0
1703,The Grayson,"['Restaurants', 'Cocktail Lounges', 'Bar & Grills']",3.5,22.0,,,(212) 510-8726,16 1st Ave,"New York, NY 10009",10009,Moderate,9.0,http://barakudanyc.com,http://yellowpages.com/new-york-ny/mip/the-grayson-508937446#open-menu,From Business: With over 45 HD TVs including 9 laser projectors there is no better place to catch your favorite games. THE GRAYSON boasts an extensive beer menu with over 40…,1
1704,Westville Hudson,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,199.0,,,(212) 776-1404,333 Hudson St,"New York, NY 10013",10013,Moderate,36.0,http://www.westvillenyc.com,http://yellowpages.com/new-york-ny/mip/westville-hudson-475174343#open-menu,"From Business: Westville Hudson is known for its casual American food served in an unpretentious environment. We feature an extensive brunch, lunch and dinner menu with…",1
1705,Bobwhite Counter,"['Restaurants', 'American Restaurants', 'Chicken Restaurants']",4.5,73.0,,,(646) 760-7786,94 Avenue C,"New York, NY 10009",10009,Affordable,13.0,http://bobwhitecounter.com,http://yellowpages.com/new-york-ny/mip/bobwhite-counter-469409680#open-menu,From Business: What a wild ride its been since we started frying chicken over ten years ago! Please let us know what we can do better! Email is the best way to keep track of…,1
1706,Piccola Cucina Osteria Siciliana,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",4.5,2900.0,,,(646) 478-7488,196 Spring St,"New York, NY 10012",10012,Moderate,,http://www.piccolacucinagroup.com,http://yellowpages.com/new-york-ny/mip/piccola-cucina-osteria-siciliana-495754567#open-menu,From Business: Simple Italian outpost serving salads & homestyle pastas along with an extensive wine list.Simple Italian outpost serving salads & homestyle pastas along with an…,1
1707,Vestry,"['Restaurants', 'Seafood Restaurants']",4.0,26.0,,,(212) 784-1350,246 Spring St,"New York, NY 10013",10013,Moderate,,https://www.vestrynyc.com/?utm_medium=organic&utm_source=yext&utm_campaign=website,http://yellowpages.com/new-york-ny/mip/vestry-3414773#open-menu,"From Business: Located in SoHo, Vestry sits nestled between art studios and modern museums on cobblestone streets, offering visitors an enriching look into the charm of an…",0
1708,Milk Bar,"['Restaurants', 'American Restaurants', 'Bakeries']",4.0,29.0,,,(347) 577-9504,246 Mott St,"New York, NY 10012",10012,Moderate,,https://www.milkbarstore.com,,"From Business: Milk Bar is a sweet (and occasionally savory) shop that's been quietly shaking up the dessert scene since 2008. Bon Appetit magazine called us ""one of the most…",0
1709,The Wright,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']",4.0,165.0,,,(212) 427-5690,1071 5th Ave,"New York, NY 10128",10128,Upscale,15.0,http://www.thewrightrestaurant.com,http://yellowpages.com/new-york-ny/mip/the-wright-458777444#open-menu,"From Business: Dear friends, The Wright Restaurant will be closed for the Fall and Winter season. Please join us at our brand new dining area at Cafe Rebay located at the third…",0
1710,El Carnaval,"['Restaurants', 'Seafood Restaurants', 'Bars']",5.0,1.0,,,(646) 490-8883,40 Avenue B,"New York, NY 10009",10009,Moderate,,http://www.elcarnavalbykc.com,http://yellowpages.com/new-york-ny/mip/el-carnaval-562535925#open-menu,"From Business: We welcome you to sit back, unwind and appreciate the lovely sights and hints of our Panamanian culture while our best gourmet expert sets you up with a…",0
1711,Lamia's Fish Market,"['Restaurants', 'Seafood Restaurants', 'Bars']",3.5,27.0,,,(212) 777-3650,47 Avenue B,"New York, NY 10009",10009,Unknown,,http://www.lamiasfishmarket.com,,"From Business: Lamias Fish Market, is a fresh new seafood restaurant and oyster bar located in the heart of the lower east side. Each of the seven different dining experiences…",0
1712,Mochidoki,"['Restaurants', 'Japanese Restaurants', 'Health Food Restaurants']",5.0,5.0,,,(347) 293-0892,176 Spring St,"New York, NY 10012",10012,Upscale,,,http://yellowpages.com/new-york-ny/mip/mochidoki-556047820#open-menu,"From Business: Keeping to the core of what Mochidoki does, whenever we develop a new flavor, the first step is always asking, what hasn’t been done before, and why can’t we do…",1
1713,Sant Ambroeus Gelateria and Coffee Bar,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",4.5,122.0,,,(212) 203-8176,265 Lafayette St,"New York, NY 10012",10012,Moderate,88.0,http://santambroeus.com,http://yellowpages.com/new-york-ny/mip/sant-ambroeus-gelateria-and-coffee-bar-482431456#open-menu,"From Business: Enjoy Sant Ambroeus’ curated interpretation of the Italian gelateria. Assorted gelato and sorbetto flavors including vegan options are served daily. As well as,…",0
1714,Secchu Yokota,"['Restaurants', 'Japanese Restaurants']",5.0,9.0,,,(212) 777-1124,199 E 3rd St,"New York, NY 10009",10009,Fine Dining,,http://www.secchuyokota.com,,"From Business: Contemporary Japanese omakase with a focus on seasonal tempura, offering guests an unique and intimate dining experience with only one outdoor bubble tent (seats…",0
1715,Cafe Gitane,"['Restaurants', 'American Restaurants', 'French Restaurants']",4.0,353.0,,,(212) 334-9552,242 Mott St,"New York, NY 10012",10012,Moderate,29.0,http://www.cafegitanenewyork.net,http://yellowpages.com/new-york-ny/mip/cafe-gitane-3364330#open-menu,"From Business: After 25 years in the heart of Nolita - A true original and a celebrity hot-spot! Serving French / Moroccan food, with many vegetarian and vegan options, with a…",1
1716,Kelly's Sports Bar,"['Restaurants', 'American Restaurants', 'Bars']",3.5,10.0,,,(212) 388-1464,12 Avenue A,"New York, NY 10009",10009,Affordable,17.0,http://www.kellysnyc.com,,"From Business: We are a local bar with an international feel , due to our Irish heritage. Known as the premier Hockey bar in NYC, we are also considered a world football…",0
1717,Dig,"['Restaurants', 'American Restaurants', 'Vegetarian Restaurants']",3.5,5.0,,,(212) 253-6176,1297 Lexington Ave,"New York, NY 10128",10128,Unknown,,https://www.diginn.com,,"From Business: At Dig, you’ll find seasonal, local vegetables and sustainably-sourced dishes that are delicious, nourishing and cooked from scratch every day by a team of…",0
1718,Parm Mulberry Street,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",,,,,(212) 993-7189,248 Mulberry St,"New York, NY 10012",10012,Moderate,13.0,https://www.parmitalian.com/?utm_medium=Click&utm_source=GoogleMyBusiness,http://yellowpages.com/new-york-ny/mip/parm-mulberry-street-470862676#open-menu,"From Business: From the owners of the world-famous Carbone comes Parm, a fun, familial restaurant serving iconic takes on Italian-American soul food.",1
1719,Nonna Beppa,"['Restaurants', 'Italian Restaurants', 'Pizza']",4.5,85.0,,,(917) 639-3996,290 Hudson St,"New York, NY 10013",10013,Upscale,,http://www.nonnabeppa.com,http://yellowpages.com/new-york-ny/mip/nonna-beppa-546003371#open-menu,"From Business: Nonna Beppa is Chef Wendy’s second Regional Italian restaurant in the US. The majority of the ingredients at Nonna Beppa are imported from Italy, cured meats,…",1
1720,Blue Ribbon Kanpai Garden,"['Restaurants', 'American Restaurants']",5.0,1.0,,,(212) 466-0404,190 Allen St Fl 60,"New York, NY 10002",10002,Moderate,,https://www.blueribbonrestaurants.com/restaurants/blue-ribbon-kanpai-garden,http://yellowpages.com/new-york-ny/mip/blue-ribbon-kanpai-garden-480292874#open-menu,"From Business: Blue Ribbon Kanpai Garden is the spot for a drink and snack al fresco. Located on the second floor of the Sixty LES Hotel at 190 Allen Street, Blue Ribbon Kanpai…",0
1721,Jacques 1534,"['Restaurants', 'French Restaurants', 'Fine Dining Restaurants']",3.5,36.0,,,(212) 966-8886,20 Prince St,"New York, NY 10012",10012,Moderate,13.0,http://www.jacquesbrasserie.com,http://yellowpages.com/new-york-ny/mip/jacques-1534-22476951#open-menu,"From Business: Just steps away from the bustling streets of Nolita, Jacques 1534 brings a fresh and creative approach to the traditional French Gastropub, with a locally…",1
1722,Adoro Lei,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.5,79.0,,,(646) 666-5096,287 Hudson St,"New York, NY 10013",10013,Moderate,10.0,http://www.adorolei.com,http://yellowpages.com/new-york-ny/mip/adoro-lei-503180376#open-menu,"From Business: Adoro Lei is bringing New York City an elevated Pizza Party, where gracious hospitality and delicious food meet fun music and good times. Through its focus on…",1
1723,Leave Rochelle Out Of It,"['Restaurants', 'American Restaurants', 'Bars']",4.0,7.0,,,(212) 673-2400,205 Chrystie St,"New York, NY 10002",10002,Affordable,8.0,http://www.rochellesnyc.com,http://yellowpages.com/new-york-ny/mip/leave-rochelle-out-of-it-496005012#open-menu,From Business: We are a friendly neighborhood Whiskey bar with an upscale traditional American bar food menu. We are open at 4pm seven days a week and have a great happy hour…,0
1724,Blue Ribbon Sushi Izakaya,"['Restaurants', 'Sushi Bars', 'American Restaurants']",4.0,131.0,,,(212) 466-0404,187 Orchard St,"New York, NY 10002",10002,Moderate,,http://www.blueribbonrestaurants.com/res...,http://yellowpages.com/new-york-ny/mip/blue-ribbon-sushi-izakaya-473352304#open-menu,"From Business: Vast Japanese menu of sushi & small plates plus sake & cocktails in the trendy Sixty LES Hotel. Blue Ribbon Sushi Izakaya is a Japanese-style tavern, a…",1
1725,Sami & Susu,"['Restaurants', 'American Restaurants', 'Bars']",5.0,1.0,,,(646) 559-2856,190 Orchard St,"New York, NY 10002",10002,Moderate,22.0,https://www.samiandsusu.com,http://yellowpages.com/new-york-ny/mip/sami-susu-516037126#open-menu,"From Business: Sami & Susu is a Lower East Side restaurant and wine bar, inspired by family recipes and the many flavors of the Mediterranean. Our menu is seasonal, fun, and is…",1
1726,Kana,"['Restaurants', 'Tapas', 'Bars']",4.0,26.0,,,(212) 343-8180,324 Spring St,"New York, NY 10013",10013,Moderate,26.0,http://www.kanatapasbar.com,http://yellowpages.com/new-york-ny/mip/kana-8698886#open-menu,"From Business: Kaña features excellent food in a cozy and intimate atmosphere, live DJ Parties every weekend and special events throughout the week.Kaña features excellent food…",0
1727,Takumi Omakase,"['Restaurants', 'Sushi Bars', 'Take Out Restaurants']",4.0,1.0,,,(646) 998-3030,181 Essex St,"New York, NY 10002",10002,Unknown,,http://takumiomakase.com,,From Business: Sushi omakase restaurant. Our server best quality of fish and seasonal fish straight from Japan. We hope see u guys soonSushi omakase restaurant. Our server best…,0
1728,5ive Spice Les,"['Restaurants', 'Vietnamese Restaurants', 'Take Out Restaurants']",4.5,12.0,,,(917) 409-2605,227 Mulberry St,"New York, NY 10012",10012,Moderate,,http://5ivespiceles.com,http://yellowpages.com/new-york-ny/mip/5ive-spice-les-563657881#open-menu,"From Business: ""Modern Vietnamese Eatery with a casual layback setting. Flavors of Vietnam to New York.""""Modern Vietnamese Eatery with a casual layback setting. Flavors of…",1
1729,Una Pizza Napoletana,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.0,20.0,,,(646) 692-3475,175 Orchard St,"New York, NY 10002",10002,Moderate,,http://unapizza.com,http://yellowpages.com/new-york-ny/mip/una-pizza-napoletana-545737323#open-menu,"From Business: Located in New York’s Lower East Side, this Una Pizza Napoletana is the sixth iteration of Anthony Mangieri’s pizzeria. Since the beginning, the focus has been…",0
1730,Taverna Di Bacco,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.5,153.0,,,(212) 477-0077,175 Ludlow St,"New York, NY 10002",10002,Moderate,13.0,http://www.tavernadibacco.com,http://yellowpages.com/new-york-ny/mip/taverna-di-bacco-465567920#open-menu,"From Business: Authentic Italian restaurant, bar and lounge serving homemade pasta, fresh seafood and homemade dessertsAuthentic Italian restaurant, bar and lounge serving…",1
1731,Freemans,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",4.0,715.0,,,(212) 420-0012,191 Chrystie St,"New York, NY 10002",10002,Unknown,,https://www.freemansrestaurant.com,,From Business: Located in Lower East Side of Manhattan Freemans offers a rugged and clandestine respite in a Colonial American Tavern setting. The cuisine is early American:…,0
1732,Black Tap Craft Burgers & Beer - SoHo,"['Restaurants', 'Hamburgers & Hot Dogs', 'American Restaurants']",4.5,861.0,,,(917) 639-3089,529 Broome St,"New York, NY 10013",10013,Moderate,,https://blacktap.com/location/soho,http://yellowpages.com/new-york-ny/mip/black-tap-craft-burgers-beer-soho-508245557#open-menu,"From Business: Black Tap Craft Burgers & Beer is a top American restaurant in the SoHo neighborhood of New York City. Our expansive menu includes delicious craft burgers,…",1
1733,Black Tap Soho,"['Restaurants', 'American Restaurants', 'Bars']",,,,,(917) 639-3089,529 Broome St,"New York, NY 10013",10013,Unknown,,https://blacktap.com/location/soho,,"From Business: Black Tap Craft Burgers & Beer is a top American restaurant in the SoHo neighborhood of New York City. Our expansive menu includes delicious craft burgers,…",0
1734,Bareburger,"['Restaurants', 'American Restaurants']",4.0,32.0,,,(212) 390-1344,1681 1st Ave,"New York, NY 10128",10128,Moderate,15.0,http://www.bareburger.com,http://yellowpages.com/new-york-ny/mip/bareburger-480732799#open-menu,"From Business: Bareburger is the leader in America's ""better burger"" trend, emphasizing high-quality, ethically sourced, all-natural & sustainable ingredients in a casual…",1
1735,Sunrise Mart,"['Restaurants', 'Sushi Bars', 'Caterers']",4.0,29.0,,,(212) 219-0033,494 Broome St,"New York, NY 10013",10013,Moderate,,http://sunrisemart-ny.com,,From Business: We offer a wide variety of Japanese food products and other items flown in from Japan. Our store sells fresh bento boxes and sushi made daily in-house and other…,0
1736,The Mayfly,"['Restaurants', 'American Restaurants', 'Cocktail Lounges']",5.0,1.0,,,(646) 449-8435,269 E Houston St,"New York, NY 10002",10002,Unknown,3.0,https://themayflynyc.com,,"From Business: ""Irish Cocktail Pub in the Lower East Side with a Killer Burger and Fried Chicken Sandwich with Bottomless Brunch on Weekends",1
1737,Avoca,"['Restaurants', 'American Restaurants', 'Bars']",5.0,3.0,,,(212) 202-0140,1678 1st Ave,"New York, NY 10128",10128,Unknown,,http://avoca-nyc.com,,"From Business: First established towards the end of 2021 immediately following the Covid-19 pandemic. We are located in the heart of the Upper East Side, and we are open to all…",0
1738,BoCaphe,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",4.5,111.0,,,(646) 882-1939,222 Lafayette St,"New York, NY 10012",10012,Moderate,,http://www.bocaphe.com,http://yellowpages.com/new-york-ny/mip/bocaphe-526187992#open-menu,"From Business: Cozy Cafe With Quirky Decor Offering French-Influenced Vietnamese Fare (Pho, Noodle Salad, Banh Mi, Spring Rolls, Bao Bun...) Including an All-Day Breakfast And…",1
1739,Cava,"['Restaurants', 'Mediterranean Restaurants', 'American Restaurants']",,,,,(718) 502-9262,50 Spring St,"New York, NY 10012",10012,Unknown,,https://cava.com/locations/nolita-ny,,"From Business: CAVA is a fast-casual Mediterranean restaurant serving feel-good food with customizable greens + grains bowls, salads, and pitas.",0
1740,Mother Duck,"['Restaurants', 'Asian Restaurants']",5.0,1.0,,,(646) 719-1700,167 Orchard St,"New York, NY 10002",10002,Unknown,,https://motherducknyc.com,,"From Business: Mother Duck is an Asian inspired fast casual restaurant focusing primarily on noodles and rice bowls, as well as a variety of appetizers to share. Stop by…",0
1741,SakaMai,"['Restaurants', 'Japanese Restaurants', 'Caterers']",4.5,76.0,,,(646) 590-0684,157 Ludlow St,"New York, NY 10002",10002,Upscale,,http://sakamai.com,http://yellowpages.com/new-york-ny/mip/sakamai-475633029#open-menu,"From Business: SakaMai is a New York Izakaya.The cuisine is a creative riff on Japanese tavern fare from a New York perspective, complemented by a beverage program of original…",1
1742,Cibo e Vino,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.5,230.0,,,(212) 362-0096,2418 Broadway,"New York, NY 10024",10024,Moderate,,http://ciboevinony.com,http://yellowpages.com/new-york-ny/mip/cibo-e-vino-481141331#open-menu,"From Business: With a focus on Northern Italian cuisine and top-tier hospitality, Cibo e Vino strives to make every impression a lasting one. From the moment you enter to your…",0
1743,Noglu,"['Restaurants', 'French Restaurants', 'Caterers']",4.0,97.0,,,(646) 895-9798,1266 Madison Ave,"New York, NY 10128",10128,Moderate,,http://www.noglu.fr,http://yellowpages.com/new-york-ny/mip/noglu-516086360#open-menu,"From Business: Renowned in Paris since 2012, New York’s Noglu is the only French bakery with a 100% gluten-free, 30% dairy-free and locally-sourced menu. But most importantly:…",0
1744,ART SoHo (Arlo Roof Top),"['Restaurants', 'American Restaurants', 'Bars']",3.5,3.0,,,(646) 518-8882,231 Hudson St 11th Fl,"New York, NY 10013",10013,Moderate,8.0,https://www.arlohotels.com/arlo-soho/eat-and-drink/arlo-roof-top/?utm_source=local-listings&utm_medium=organic&utm_campaign=yext,http://yellowpages.com/new-york-ny/mip/art-soho-arlo-roof-top-547552066#open-menu,From Business: Whole New Rooftop Experience! ART SoHo (Arlo Roof Top) is a New York City cocktail bar with sprawling outdoor terrace designed for maximum fun. The neighborhood…,1
1745,Zhen Wei Fang,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",5.0,9.0,,,(646) 767-0355,207 Bowery,"New York, NY 10002",10002,Moderate,,http://www.zhenweinyc.com,http://yellowpages.com/new-york-ny/mip/zhen-wei-fang-546508917#open-menu,"From Business: Serving the freshest ingredients, Zhen Wei Fang brings elevated hot pot to New York City. With stunning presentation and incredible quality and service, Zhen Wei…",0
1746,Harold's,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",4.0,106.0,,,(212) 390-8484,2 Renwick St,"New York, NY 10013",10013,Moderate,,https://www.arlohotels.com/arlo-soho/eat-and-drink/harolds,http://yellowpages.com/new-york-ny/mip/harolds-531454894#open-menu,"From Business: Fried Chicken, Cheeseburger, Dinner, Weekend Brunch and Cocktails.Fried Chicken, Cheeseburger, Dinner, Weekend Brunch and Cocktails.",0
1747,Wayan,"['Restaurants', 'Asian Restaurants']",4.5,77.0,,,(917) 261-4388,20 Spring St,"New York, NY 10012",10012,Unknown,,https://www.wayan-nyc.com,http://yellowpages.com/new-york-ny/mip/wayan-548688121#open-menu,"From Business: Chef Cédric Vongerichten loves the picturesque streets of Nolita, which is why he chose this vibrant Manhattan neighborhood as the location for his new…",1
1748,Epistrophy,"['Restaurants', 'Coffee Shops', 'Italian Restaurants']",4.0,199.0,,,(212) 966-0904,200 Mott St,"New York, NY 10012",10012,Moderate,19.0,http://www.epistrophycafe.com,http://yellowpages.com/new-york-ny/mip/epistrophy-7179957#open-menu,"From Business: Located in the heart of Nolita, Epistrophy has been the local neighborhood's favorite home away from home for the past 10 years. Serving a casual chic array of…",1
1749,Cupping Room Cafe,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",,,,,(212) 925-2898,359 W Broadway,"New York, NY 10013",10013,Moderate,12.0,http://www.cuppingroomcafe.com,http://yellowpages.com/new-york-ny/mip/cupping-room-cafe-10939855#open-menu,"From Business: Cupping Room Caf is an eating establishment that offers a range of food options. The restaurant serves waffles, French toast, grilled cheese, Caesar salad and…",0
1750,Gourmet Garage,"['Restaurants', 'American Restaurants', 'Health Food Restaurants']",4.5,50.0,,,(212) 571-5850,453 Broome St,"New York, NY 10013",10013,Unknown,43.0,http://www.gourmetgarage.com,,"From Business: Located in New York City, Gourmet Garage is a grocery store that offers a variety of products and services. It offers gift cards and home delivery services. The…",0
1751,Mikaku Sushi,"['Restaurants', 'Sushi Bars', 'Take Out Restaurants']",4.5,32.0,,,(212) 431-4820,85 Kenmare St,"New York, NY 10012",10012,Moderate,16.0,https://www.mikakusushiny.com,http://yellowpages.com/new-york-ny/mip/mikaku-sushi-7904059#open-menu,"From Business: Mikaku Sushi is a Sushi Restaurant located in New York, NY. We specialize in Catering, Sushi, Delivery, Lunch Specials, Japanese Cuisine, Corporate Catering, and…",1
1752,Now or Never Coffee,"['Restaurants', 'American Restaurants', 'Asian Restaurants']",,,,,(917) 385-5788,30 Grand St,"New York, NY 10013",10013,Unknown,,https://nowornevercoffee.com,,"From Business: Warm, cozy, kind, living room like coffee shop with small food items - Restroom and wifi availableWarm, cozy, kind, living room like coffee shop with small food…",0
1753,Lex Restaurant,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.5,55.0,,,(212) 860-5903,1370 Lexington Ave,"New York, NY 10128",10128,Moderate,14.0,https://www.lexrestaurant.com,http://yellowpages.com/new-york-ny/mip/lex-restaurant-2100260#open-menu,"From Business: We are an Italian Restaurant located on lexington ave on the upper east side of NYC, near the 92nd st y. With a bar on site and affordable dining, it makes for a…",1
1754,Balvanera,"['Restaurants', 'Latin American Restaurants', 'Family Style Restaurants']",4.5,95.0,,,(212) 533-3348,152 Stanton St,"New York, NY 10002",10002,Upscale,,http://www.balvaneranyc.com,http://yellowpages.com/new-york-ny/mip/balvanera-496811480#open-menu,"From Business: The first project of Argentine Chef Fernando Navas (Samba Brands Management, elBulli, Nobu), Balvanera represents the cuisine and spirit of Buenos Aires -…",0
1755,Felix,"['Restaurants', 'French Restaurants', 'Bar & Grills']",3.5,408.0,,,(212) 431-0021,340 W Broadway,"New York, NY 10013",10013,Moderate,32.0,https://www.felixnyc.com,http://yellowpages.com/new-york-ny/mip/felix-13707516#open-menu,"From Business: ""Felix is situated on a corner in downtown Soho NYC with french doors that open up all around for ultimate people watching. With its authentic, worn-in,…",0
1756,Sauce,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,202.0,,,(212) 420-7700,78 Rivington St,"New York, NY 10002",10002,Moderate,,http://www.saucerestaurant.com,http://yellowpages.com/new-york-ny/mip/sauce-471119553#open-menu,"From Business: The neighborhood knows us for our heritage chicken parm, grass-fed beef meatballs, homemade pasta, and extra thin crust pizza, but what people really come back…",1
1757,Lucciola Restaurant,"['Restaurants', 'Italian Restaurants']",4.5,37.0,,,(347) 536-1335,621 Amsterdam Ave,"New York, NY 10024",10024,Unknown,,http://www.lucciolanyc.com,,"From Business: Authentic Italian Cuisine By Executive Chef Michele Casadei Massari We are located down the street from Central Park, where the most fireflies can be found in…",0
1758,Virgil's Real BBQ - Upper West Side,"['Restaurants', 'Barbecue Restaurants', 'American Restaurants']",,,,,(646) 887-3754,2452 Broadway,"New York, NY 10024",10024,Unknown,,https://www.virgilsbbq.com/locations/upper-west-side,,"From Business: Located in the heart of Upper West Side in New York, Virgil’s Real BBQ is the perfect spot to get southern home-style cooking in the Big Apple. With friendly…",0
1759,Nolita Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",5.0,43.0,,,(646) 756-4141,68 Kenmare St,"New York, NY 10012",10012,Unknown,,https://www.facebook.com/nolitapizzanyc,,"From Business: Unlike your traditional corner store pizzeria, Nolita Pizza brings an authentic Italian culinary experience right to your table. Every handcrafted dish is…",1
1760,M Noodle Shop,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",5.0,3.0,,,(917) 388-3684,92 Rivington St,"New York, NY 10002",10002,Moderate,,http://mnoodleshopnyc.com,http://yellowpages.com/new-york-ny/mip/m-noodle-shop-551755942#open-menu,"From Business: M Noodle Shop is a cozy, friendly place serving delicious dumpling, noodle soup and rice platters, cheap and cheerful!M Noodle Shop is a cozy, friendly place…",1
1761,The Butcher's Daughter,"['Restaurants', 'American Restaurants', 'Caterers']",4.0,814.0,,,(212) 219-3434,19 Kenmare St,"New York, NY 10012",10012,Affordable,,http://www.thebutchersdaughter.com,http://yellowpages.com/new-york-ny/mip/the-butchers-daughter-475200515#open-menu,"From Business: The Butcher's Daughter is 100% vegetarian Juice Bar and Cafe serving Breakfast, Brunch, Lunch and Dinner. Open 7 days a week. Our produce is sourced from local…",0
